"","fish_psite_combo","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","Dissector_and_Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","psite_spp.x","psite_count","scaled_TL_mm","Fish_sp.x","psite_spp.y","Fish_sp.y","Life_History","Parasite_taxonomic_group"
"77","Ictalurus punctatus_ACAN.OSTR","160020","1991",1,"3","160020_01","DJB GMC","6/27/2024",NA,80,58,"3120","impact","impact_1984-1993","30.705","-89.84611","ACAN.OSTR",0,0.00764808209997972,"Ictalurus punctatus","ACAN.OSTR","Ictalurus punctatus","Complex","Acanthocephala"
"78","Ictalurus punctatus_ACAN.OSTR","182143","1997",1,"4","182143_02","DJB JT CJW","6/26/2024",NA,103,81,"6953","impact","impact_1994-2003","30.73694","-89.82694","ACAN.OSTR",0,0.928567144373992,"Ictalurus punctatus","ACAN.OSTR","Ictalurus punctatus","Complex","Acanthocephala"
"79","Ictalurus punctatus_ACAN.OSTR","182143","1997",1,"4","182143_01","SC CLW","6/24/2024",NA,100,76,"5450","impact","impact_1994-2003","30.73694","-89.82694","ACAN.OSTR",0,0.808447266686077,"Ictalurus punctatus","ACAN.OSTR","Ictalurus punctatus","Complex","Acanthocephala"
"80","Ictalurus punctatus_ACAN.OSTR","185384","1998",1,"24","185384_01","HT KL CNW","1/22/2024","na",100,78,NA,"impact","impact_1994-2003","30.75444","-89.82722","ACAN.OSTR",0,0.808447266686077,"Ictalurus punctatus","ACAN.OSTR","Ictalurus punctatus","Complex","Acanthocephala"
"81","Ictalurus punctatus_ACAN.OSTR","185384","1998",1,"24","185384_02","SD KL DD GC CNW","1/23/2024",NA,55,45,NA,"impact","impact_1994-2003","30.75444","-89.82722","ACAN.OSTR",0,-0.993350898632642,"Ictalurus punctatus","ACAN.OSTR","Ictalurus punctatus","Complex","Acanthocephala"
"82","Ictalurus punctatus_ACAN.OSTR","190279","2000",1,"8","190279_01","DJB DJB/  GMC","6/27/2024",NA,114,81,"8762","control","control_1994-2003","30.77611","-89.82777","ACAN.OSTR",0,1.36900669589635,"Ictalurus punctatus","ACAN.OSTR","Ictalurus punctatus","Complex","Acanthocephala"
"83","Ictalurus punctatus_ACAN.OSTR","190279","2000",1,"8","190279_02","SC DJB","6/26/2024",NA,59,45,"1177","control","control_1994-2003","30.77611","-89.82777","ACAN.OSTR",0,-0.833191061715423,"Ictalurus punctatus","ACAN.OSTR","Ictalurus punctatus","Complex","Acanthocephala"
"84","Ictalurus punctatus_ACAN.OSTR","190621","2000",4,"7","190621_02","IJ JT GMC","6/26/2024",NA,62,50,"1542","impact","impact_1994-2003","30.75444","-89.82722","ACAN.OSTR",0,-0.713071184027508,"Ictalurus punctatus","ACAN.OSTR","Ictalurus punctatus","Complex","Acanthocephala"
"85","Ictalurus punctatus_ACAN.OSTR","190621","2000",4,"7","190621_01","SC JT","6/26/2024",NA,70,54,"2650","impact","impact_1994-2003","30.75444","-89.82722","ACAN.OSTR",0,-0.392751510193069,"Ictalurus punctatus","ACAN.OSTR","Ictalurus punctatus","Complex","Acanthocephala"
"86","Ictalurus punctatus_ACAN.OSTR","193706","2002",1,"26","193706_02","IJ JT KL DB","6/25/2024",NA,95,78,"5096","impact","impact_1994-2003","30.74055","-89.82694","ACAN.OSTR",0,0.608247470539553,"Ictalurus punctatus","ACAN.OSTR","Ictalurus punctatus","Complex","Acanthocephala"
"87","Ictalurus punctatus_ACAN.OSTR","193706","2003",1,"26","193706_01","DJB GMC","6/25/2024",NA,107,79,"8342","impact","impact_1994-2003","30.74055","-89.82694","ACAN.OSTR",0,1.08872698129121,"Ictalurus punctatus","ACAN.OSTR","Ictalurus punctatus","Complex","Acanthocephala"
"88","Ictalurus punctatus_ACAN.OSTR","198297","2005",2,"12","198297_01","JT SC CJW","6/25/2024",NA,58,44,"1220","impact","impact_2004-2013","30.74055","-89.82694","ACAN.OSTR",0,-0.873231020944728,"Ictalurus punctatus","ACAN.OSTR","Ictalurus punctatus","Complex","Acanthocephala"
"89","Ictalurus punctatus_ACAN.OSTR","198297","2005",2,"12","198297_01","SC DMDM","6/25/2024",NA,60,47,"1403","impact","impact_2004-2013","30.74055","-89.82694","ACAN.OSTR",0,-0.793151102486118,"Ictalurus punctatus","ACAN.OSTR","Ictalurus punctatus","Complex","Acanthocephala"
"90","Ictalurus punctatus_CEST.COMP","31060","1963",8,"30","31060-02","SC KL","6/25/2024",NA,52,41,"994","control","control_1954-1963","30.76222","-89.83111","CEST.COMP",0,-1.11347077632056,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"91","Ictalurus punctatus_CEST.COMP","31060","1963",8,"30","31060_1","SC GMC","6/25/2024",NA,51,39,"875","control","control_1954-1963","30.76222","-89.83111","CEST.COMP",0,-1.15351073554986,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"92","Ictalurus punctatus_CEST.COMP","31146","1963",6,"23","31146_01","SC DJB CJW","6/26/2024",NA,42,34,"552","impact","impact_1954-1963","30.75667","-89.82611","CEST.COMP",0,-1.51387036861361,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"93","Ictalurus punctatus_CEST.COMP","31146","1963",6,"23","31146_02","DJB CJW","6/27/2024",NA,44,34,"609","impact","impact_1954-1963","30.75667","-89.82611","CEST.COMP",0,-1.433790450155,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"94","Ictalurus punctatus_CEST.COMP","31177","1963",5,"20","31177_01","JT DJB/ GMC","6/26/2024","",100,75,"7371","impact","impact_1954-1963","30.75667","-89.82611","CEST.COMP",0,0.808447266686077,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"95","Ictalurus punctatus_CEST.COMP","31177","1963",5,"20","31177_02","JT DMDM","6/25/2024",NA,79,60,"3237","impact","impact_1954-1963","30.75667","-89.82611","CEST.COMP",0,-0.0323918771293252,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"96","Ictalurus punctatus_CEST.COMP","31181","1963",5,"19","31181_02","DJB DMDM","6/25/2024","F",109,82,"8770","control","control_1954-1963","30.76805","-89.83083","CEST.COMP",0,1.16880689974982,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"97","Ictalurus punctatus_CEST.COMP","31267","1963",7,"11","31267_02","KL","11/20/2023","na",65,49,NA,"impact","impact_1954-1963","30.74","-89.82777","CEST.COMP",0,-0.592951306339593,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"98","Ictalurus punctatus_CEST.COMP","31267","1963",7,"11","31267_01","chw kl gc cnw","11/20/2023","na",66,52,NA,"impact","impact_1954-1963","30.74","-89.82777","CEST.COMP",0,-0.552911347110289,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"99","Ictalurus punctatus_CEST.COMP","31542","1963",10,"24","31542_01","IJ GMC","6/25/2024",NA,90,78,"5064","impact","impact_1954-1963","30.74055","-89.82694","CEST.COMP",0,0.408047674393029,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"100","Ictalurus punctatus_CEST.COMP","31542","1963",10,"24","31542_02","SC DJB KL","6/25/2024",NA,80,65,"3533","impact","impact_1954-1963","30.74055","-89.82694","CEST.COMP",0,0.00764808209997972,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"101","Ictalurus punctatus_CEST.COMP","31804","1963",11,"14","31804_02","IJ JT CJW","6/26/2024",NA,109,90,"8310","impact","impact_1954-1963","30.705","-89.84611","CEST.COMP",0,1.16880689974982,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"102","Ictalurus punctatus_CEST.COMP","31804","1963",11,"14","31804_01","DJB IJ KL","6/26/2024",NA,99,70,"6317","impact","impact_1954-1963","30.705","-89.84611","CEST.COMP",0,0.768407307456772,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"103","Ictalurus punctatus_CEST.COMP","31808","1963",11,"14-15","31808_02","IJ SC KL","6/27/2024",NA,125,92,"14234","impact","impact_1954-1963","30.70222","-89.84417","CEST.COMP",0,1.8094462474187,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"104","Ictalurus punctatus_CEST.COMP","31808","1963",11,"14-15","31808_01","DJB SC CJW","6/27/2024",NA,129,97,"14151","impact","impact_1954-1963","30.70222","-89.84417","CEST.COMP",0,1.96960608433592,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"105","Ictalurus punctatus_CEST.COMP","37835","1965",5,"21","37835_01","IJ DJB KL","6/25/2024",NA,99,68,"5354","control","control_1964-1973","30.76805","-89.83083","CEST.COMP",0,0.768407307456772,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"106","Ictalurus punctatus_CEST.COMP","37835","1965",5,"21","37835_02","JT DJB KL","6/25/2024",NA,96,72,"4538","control","control_1964-1973","30.76805","-89.83083","CEST.COMP",0,0.648287429768858,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"107","Ictalurus punctatus_CEST.COMP","39300","1965",11,"19","39300_02","DJB JT KL","6/26/2024",NA,98,73,"6744","impact","impact_1964-1973","30.75667","-89.82611","CEST.COMP",0,0.728367348227468,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"108","Ictalurus punctatus_CEST.COMP","39300","1965",11,"19","39300_01","SC IJ KL GC","6/26/2024",NA,99,78,"5471","impact","impact_1964-1973","30.75667","-89.82611","CEST.COMP",0,0.768407307456772,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"109","Ictalurus punctatus_CEST.COMP","40125","1966",3,"17","40125_02","gmc cnw kl","1/23/2024","na",68,52,NA,"impact","impact_1964-1973","30.75667","-89.82611","CEST.COMP",0,-0.472831428651679,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"110","Ictalurus punctatus_CEST.COMP","40125","1966",3,"17","40125_01","ht kl sd gmc","1/23/2024","na",91,74,NA,"impact","impact_1964-1973","30.75667","-89.82611","CEST.COMP",0,0.448087633622333,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"111","Ictalurus punctatus_CEST.COMP","40616","1966",4,"22","40616_02","JT DJB GMC","6/25/2024",NA,52,39,"902","control","control_1964-1973","30.77861","-89.82972","CEST.COMP",0,-1.11347077632056,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"112","Ictalurus punctatus_CEST.COMP","40616","1966",4,"22","40616_01","SC DJB IJ","6/25/2024",NA,110,85,"7815","control","control_1964-1973","30.77861","-89.82972","CEST.COMP",0,1.20884685897913,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"113","Ictalurus punctatus_CEST.COMP","58071","1969",7,"14","58071_01","IJ DJB CJW","6/25/2024",NA,39,31,"4650","impact","impact_1964-1973","30.75667","-89.82611","CEST.COMP",0,-1.63399024630152,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"114","Ictalurus punctatus_CEST.COMP","58071","1969",7,"14","58071_02","JT KL ","6/25/2024",NA,49,38,"911","impact","impact_1964-1973","30.75667","-89.82611","CEST.COMP",0,-1.23359065400847,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"115","Ictalurus punctatus_CEST.COMP","59446","1969",10,"28","59446_01","IJ SC KL","6/27/2024",NA,77,56,"3048","control","control_1964-1973","30.76805","-89.83083","CEST.COMP",0,-0.112471795587935,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"116","Ictalurus punctatus_CEST.COMP","59446","1969",10,"28","59446_02","JT SC","6/27/2024",NA,96,71,"5169","control","control_1964-1973","30.76805","-89.83083","CEST.COMP",0,0.648287429768858,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"117","Ictalurus punctatus_CEST.COMP","62094","1970",4,"21","62094_01","SC DMDM ","6/27/2024",NA,75,63,"3364","control","control_1964_1973","30.77861","-89.82972","CEST.COMP",0,-0.192551714046545,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"118","Ictalurus punctatus_CEST.COMP","62094","1970",4,"21","62094_02","SC DJB","6/27/2024",NA,77,62,NA,"control","control_1964_1973","30.77861","-89.82972","CEST.COMP",0,-0.112471795587935,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"119","Ictalurus punctatus_CEST.COMP","63780","1970",7,"9","63780_02","JT DJB KL","6/25/2024","M",40,37,"759","impact","impact_1964-1973","30.75667","-89.82611","CEST.COMP",0,-1.59395028707222,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"120","Ictalurus punctatus_CEST.COMP","63780","1970",7,"9","63780_01","SC DMDM","6/25/2024",NA,47,36,"701","impact","impact_1964-1973","30.75667","-89.82611","CEST.COMP",0,-1.31367057246708,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"121","Ictalurus punctatus_CEST.COMP","68158","1971",1,"25","68158_02","IJ SC GMC","6/27/2024",NA,135,114,"18436","control","control_1964-1973","30.77472","-89.82806","CEST.COMP",0,2.20984583971175,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"122","Ictalurus punctatus_CEST.COMP","68158","1971",1,"25","68158_01","JT SC DMDM","6/27/2024",NA,107,83,"7279","control","control_1964-1973","30.77472","-89.82806","CEST.COMP",1,1.08872698129121,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"123","Ictalurus punctatus_CEST.COMP","79538","1972",7,"12","79538_01","IJ SC CJW","6/27/2024",NA,79,63,"3956","impact","impact_1964-1973","30.75667","-89.82611","CEST.COMP",0,-0.0323918771293252,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"124","Ictalurus punctatus_CEST.COMP","79538","1972",7,"12","79538_02","JT SC GMC","6/27/2024",NA,52,41,"822","impact","impact_1964-1973","30.75667","-89.82611","CEST.COMP",0,-1.11347077632056,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"125","Ictalurus punctatus_CEST.COMP","83744","1973",7,"11","83744_02","JT DJB DMDM","6/25/2024",NA,62,48,"1662","impact","impact_1964-1973","30.75667","-89.82611","CEST.COMP",0,-0.713071184027508,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"126","Ictalurus punctatus_CEST.COMP","83744","1973",7,"11","83744_01","SC DJB CJW","6/25/2024",NA,51,40,"930","impact","impact_1964-1973","30.75667","-89.82611","CEST.COMP",0,-1.15351073554986,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"127","Ictalurus punctatus_CEST.COMP","90827","1974",10,"29","90827_01","JT KL","6/26/2024",NA,88,68,"4447","impact","impact_1974-1983","30.705","-89.84611","CEST.COMP",0,0.327967755934419,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"128","Ictalurus punctatus_CEST.COMP","90827","1974",10,"29","90827_02","IJ JT KL","6/26/2024","F",119,91,"10852","impact","impact_1974-1983","30.705","-89.84611","CEST.COMP",0,1.56920649204287,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"129","Ictalurus punctatus_CEST.COMP","97015","1976",1,"22","97015_01","IJ JT DMDM","6/27/2024",NA,70,50,"2400","impact","impact_1974-1983","30.74055","-89.82694","CEST.COMP",0,-0.392751510193069,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"130","Ictalurus punctatus_CEST.COMP","97015","1976",1,"22","97015_02","JT DMDM","6/27/2024",NA,80,60,"3105","impact","impact_1974-1983","30.74055","-89.82694","CEST.COMP",0,0.00764808209997972,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"131","Ictalurus punctatus_CEST.COMP","99517","1976",13,"10","99517_01","SC JT GMC","6/26/2024","",104,81,"7227","impact","impact_1974-1983","30.705","-89.84611","CEST.COMP",0,0.968607103603297,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"132","Ictalurus punctatus_CEST.COMP","99517","1976",10,"13","99517_02","DJB KL","6/26/2024",NA,91,68,"4891","impact","impact_1974-1983","30.705","-89.84611","CEST.COMP",0,0.448087633622333,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"133","Ictalurus punctatus_CEST.COMP","105376","1977",12,"19","105376_01","JT GMC","6/25/2024",NA,45,31,"746","control","control_1974-1983","30.77861","-89.82972","CEST.COMP",0,-1.39375049092569,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"134","Ictalurus punctatus_CEST.COMP","105376","1977",12,"19","105376_02","JT CJW","6/26/2024",NA,61,41.5,"1562","control","control_1974-1983","30.77861","-89.82972","CEST.COMP",0,-0.753111143256813,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"135","Ictalurus punctatus_CEST.COMP","108482","1978",7,"19","108482_01","DJB GMC","6/26/2024",NA,49,42,"1263","control","control_1974-1983","30.76805","-89.83083","CEST.COMP",0,-1.23359065400847,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"136","Ictalurus punctatus_CEST.COMP","108482","1978",7,"19","108482_02","SC DJB KL","6/26/2024",NA,48,37,"694","control","control_1974-1983","30.76805","-89.83083","CEST.COMP",0,-1.27363061323778,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"137","Ictalurus punctatus_CEST.COMP","108500","1978",7,"19","108500_01","SC DJB CJW","6/25/2024",NA,31,26,"220","impact","impact_1974-1983","30.75667","-89.82611","CEST.COMP",0,-1.95430992013596,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"138","Ictalurus punctatus_CEST.COMP","108500","1978",7,"19","108500_02","IJ BJB DMDM","6/25/2024",NA,54,38,"1028","impact","impact_1974-1983","30.75667","-89.82611","CEST.COMP",0,-1.03339085786195,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"139","Ictalurus punctatus_CEST.COMP","108551","1978",7,"19","108551_02","SC DJB KL","6/26/2024",NA,77,61,"2788","impact","impact_1974-1983","30.70222","-89.84417","CEST.COMP",0,-0.112471795587935,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"140","Ictalurus punctatus_CEST.COMP","108551","1978",7,"19","108551_01","DJB DJB/CJW","6/27/2024",NA,78,58,"2974","impact","impact_1974-1983","30.70222","-89.84417","CEST.COMP",0,-0.07243183635863,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"141","Ictalurus punctatus_CEST.COMP","109076","1978",8,"29","109076_02","DJB CJW","6/27/2024",NA,61,46,"1328","control","control_1974-1983","30.77861","-89.82972","CEST.COMP",0,-0.753111143256813,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"142","Ictalurus punctatus_CEST.COMP","109076","1978",8,"29","109076_01","SC DJB CJW","6/27/2024",NA,67,50,"2038","control","control_1974-1983","30.77861","-89.82972","CEST.COMP",0,-0.512871387880984,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"143","Ictalurus punctatus_CEST.COMP","115142","1979",10,"24",",115142_01","IJ DHB.SC ","6/27/2024",NA,81,60,"3727","control","control_1974-1983","30.76805","-89.83083","CEST.COMP",0,0.0476880413292846,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"144","Ictalurus punctatus_CEST.COMP","115142","1979",10,"24","1152142_01","SC JT KL","6/27/2024",NA,74,61,"2764","control","control_1974-1983","30.76805","-89.83083","CEST.COMP",0,-0.23259167327585,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"145","Ictalurus punctatus_CEST.COMP","118276","1980",10,"23","118276_01","DD KL CHW CNW","1/17/2024",NA,60,49,NA,"control","control_1974-1983","30.76805","-89.83083","CEST.COMP",0,-0.793151102486118,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"146","Ictalurus punctatus_CEST.COMP","118276","1980",10,"23","118276_02","GC","1/17/2024",NA,89,64,NA,"control","control_1974-1983","30.76805","-89.83083","CEST.COMP",0,0.368007715163724,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"147","Ictalurus punctatus_CEST.COMP","124399","1982",1,"28","124399_02","JT SC KL","6/27/2024",NA,74,54,"2200","control","control_1974-1983","30.77861","-89.82972","CEST.COMP",0,-0.23259167327585,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"148","Ictalurus punctatus_CEST.COMP","124399","1982",1,"28","124399_01","DJB KL","6/27/2024",NA,93,67,"5063","control","control_1974-1983","30.77861","-89.82972","CEST.COMP",0,0.528167552080943,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"149","Ictalurus punctatus_CEST.COMP","136244","1984",7,"17","136244_01","DJB GMC","6/27/2024",NA,139,104,"15681","impact","impact_1984-1993","30.74055","-89.82694","CEST.COMP",0,2.37000567662897,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"150","Ictalurus punctatus_CEST.COMP","136244","1984",7,"17","136244_02","IJ SC CJW","6/27/2024",NA,127,88,"10599","impact","impact_1984-1993","30.74055","-89.82694","CEST.COMP",0,1.88952616587731,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"151","Ictalurus punctatus_CEST.COMP","146787","1986",10,"9","146787_01","KL","7/14/2023",NA,85,64,NA,"impact","impact_1984-1993","30.70222","-89.84417","CEST.COMP",0,0.207847878246504,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"152","Ictalurus punctatus_CEST.COMP","146787","1986",10,"9","146787_02","CNW KL","11/30/2023",NA,85,68,NA,"impact","impact_1984-1993","30.70222","-89.84417","CEST.COMP",0,0.207847878246504,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"153","Ictalurus punctatus_CEST.COMP","147855","1987",1,"22","147855_02","CHW KL","11/27/2023",NA,87,64,NA,"control","control_1984-1993","30.76528","-89.83222","CEST.COMP",0,0.287927796705114,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"154","Ictalurus punctatus_CEST.COMP","147855","1987",1,"22","147855_01","GC","11/27/2023","na",50,39,NA,"control","control_1984-1993","30.76528","-89.83222","CEST.COMP",0,-1.19355069477917,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"155","Ictalurus punctatus_CEST.COMP","153841","1988",10,"20","153841_02","JT CJW","6/25/2024",NA,101,75,"6185","impact","impact_1984-1993","30.70222","-89.84417","CEST.COMP",0,0.848487225915382,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"156","Ictalurus punctatus_CEST.COMP","153841","1988",10,"20","153841_01","DJB JT GMC","6/26/2024",NA,101,73,"5899","impact","impact_1984-1993","30.70222","-89.84417","CEST.COMP",0,0.848487225915382,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"157","Ictalurus punctatus_CEST.COMP","157299","1990",1,"25","157299_01","JT DJB KL","6/26/2024",NA,98,70,"5110","control","control_1984-1993","30.77583","-89.82722","CEST.COMP",0,0.728367348227468,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"158","Ictalurus punctatus_CEST.COMP","157299","1990",1,"25","157299_02","SC DJB DMDM","6/27/2024",NA,84,65,"2725","control","control_1984-1993","30.77583","-89.82722","CEST.COMP",0,0.167807919017199,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"159","Ictalurus punctatus_CEST.COMP","157316","1990",1,"25","157316_01","JT DJB GMC","6/27/2024",NA,70,52,"1795","impact","impact_1984-1993","30.75667","-89.82611","CEST.COMP",0,-0.392751510193069,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"160","Ictalurus punctatus_CEST.COMP","157316","1990",1,"25","157316_02","IJ DJB/ KL ","6/27/2024","MA",40,38,"7190","impact","impact_1984-1993","30.75667","-89.82611","CEST.COMP",0,-1.59395028707222,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"161","Ictalurus punctatus_CEST.COMP","157351","1990",1,"25","157351_02","DJB DMDM","6/27/2024",NA,127,95,"11785","impact","impact_1984-1993","30.70222","-89.84417","CEST.COMP",0,1.88952616587731,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"162","Ictalurus punctatus_CEST.COMP","157351","1990",1,"25","157351_01","SC KL","6/27/2024",NA,108,80,NA,"impact","impact_1984-1993","30.70222","-89.84417","CEST.COMP",0,1.12876694052052,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
"163","Ictalurus punctatus_CEST.COMP","159967","1991",1,"3","159967_01","SC JT KL","6/26/2024",NA,64,50,"1534","control","control_1984-1993","30.77583","-89.82722","CEST.COMP",0,-0.632991265568898,"Ictalurus punctatus","CEST.COMP","Ictalurus punctatus","Complex","Cestoda"
